title,nama_lagu,region,keyword,duration,url,path
Lagu daerah bengkulu Umang (umang),Umang-umang,Bengkulu,Umang-umang asal Bengkulu,163,https://www.youtube.com/watch?v=QdWjOvfQswY,datasets/songs/lagu_daerah_bengkulu_umang_umang.mp3
"Ketemu jualan kelomang / Umang Umang dipasar, asalnya dari pantai bengkulu #taqykids #youtuberpemula",Umang-umang,Bengkulu,Umang-umang asal Bengkulu,175,https://www.youtube.com/watch?v=NhouWr8SUa8,datasets/songs/ketemu_jualan_kelomang_umang_umang_dipasar_asalnya_dari_pantai_bengkulu_taqykids_youtuberpemula.mp3
HALO BENGKULU_Pedagang Kelomang Umang Umang,Umang-umang,Bengkulu,Umang-umang asal Bengkulu,175,https://www.youtube.com/watch?v=BCcRdGpckOk,datasets/songs/halo_bengkulu_pedagang_kelomang_umang_umang.mp3
Lirik Lagu Nusantara - Umang-umang - Bengkulu,Umang-umang,Bengkulu,Umang-umang asal Bengkulu,163,https://www.youtube.com/watch?v=rrTCaNf6e5M,datasets/songs/lirik_lagu_nusantara_umangumang_bengkulu.mp3
Pegi berayak - Lagu Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,280,https://www.youtube.com/watch?v=g7-lA2ZjooQ,datasets/songs/pegi_berayak_lagu_bengkulu.mp3
Pegi berayak - Lagu Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,267,https://www.youtube.com/watch?v=pbqFYR-V_mk,datasets/songs/pegi_berayak_lagu_bengkulu.mp3
LAGU PEGI BERAYAK || Cover Lirik || Lagu Daerah Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,276,https://www.youtube.com/watch?v=uxDNePsCI04,datasets/songs/lagu_pegi_berayak_cover_lirik_lagu_daerah_bengkulu.mp3
Pegi Berayak (cover) lagu daerah Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,159,https://www.youtube.com/watch?v=cNAr-t7kZg4,datasets/songs/pegi_berayak_cover_lagu_daerah_bengkulu.mp3
PEGI BERAYAK KARAOKE;MINUS ONE,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,226,https://www.youtube.com/watch?v=JsEW5FgLhiY,datasets/songs/pegi_berayak_karaokeminus_one.mp3
Indahnya Pantai Panjang | RAGAM INDONESIA,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,155,https://www.youtube.com/watch?v=YswrW9dvhOM,datasets/songs/indahnya_pantai_panjang_ragam_indonesia.mp3
Wira Abdi - Pantai Panjang (Official Music Video) - Bengkulu,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,207,https://www.youtube.com/watch?v=7jAoMvs7Rg4,datasets/songs/wira_abdi_pantai_panjang_official_music_video_bengkulu.mp3
BARU LANDMARK PANTAI PANJANG BENGKULU 2020,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,144,https://www.youtube.com/watch?v=RLNEn8lvx3k,datasets/songs/baru_landmark_pantai_panjang_bengkulu_2020.mp3
TEMPAYAN SUKMA (PANTAI PANJANG) || Cover  Lirik Lagu Daerah Bengkulu,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,244,https://www.youtube.com/watch?v=pSXDvb6MMP4,datasets/songs/tempayan_sukma_pantai_panjang_cover_lirik_lagu_daerah_bengkulu.mp3
Lagu daerah bengkulu Pantai panjang,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,291,https://www.youtube.com/watch?v=u6DQAzVEH6g,datasets/songs/lagu_daerah_bengkulu_pantai_panjang.mp3
"Lagu Daerah Bengkulu : ""IBO"" [Official Music Video]",Ibo,Bengkulu,Ibo asal Bengkulu,260,https://www.youtube.com/watch?v=6zkx8PdPeqE,datasets/songs/lagu_daerah_bengkulu_ibo_official_music_video.mp3
Lagu IBO  (lagu daerah Bengkulu),Ibo,Bengkulu,Ibo asal Bengkulu,259,https://www.youtube.com/watch?v=QtTWEcsPdeg,datasets/songs/lagu_ibo_lagu_daerah_bengkulu.mp3
LAGU LEBONG BENGKULU ~ MAK BILALAU || YANI MANDELEA ~ Official Music Video  APH Management,Ibo,Bengkulu,Ibo asal Bengkulu,251,https://www.youtube.com/watch?v=SzMqwkD9kQ0,datasets/songs/lagu_lebong_bengkulu_mak_bilalau_yani_mandelea_official_music_video_aph_management.mp3
Taneak Tanai - Lagu Daerah Bengkulu (Lirik dan Terjemahan),Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,275,https://www.youtube.com/watch?v=331GylCVblA,datasets/songs/taneak_tanai_lagu_daerah_bengkulu_lirik_dan_terjemahan.mp3
Taneak Tanai - Lagu Daerah Bengkulu,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,275,https://www.youtube.com/watch?v=HAMiUvX7Vrk,datasets/songs/taneak_tanai_lagu_daerah_bengkulu.mp3
Lagu daerah bengkulu Taneak tanai,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,276,https://www.youtube.com/watch?v=5Va5m5BtTTg,datasets/songs/lagu_daerah_bengkulu_taneak_tanai.mp3
TANEAK TANAI,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,295,https://www.youtube.com/watch?v=Azx3WAij9iE,datasets/songs/taneak_tanai.mp3
🔴 Taneak Tanai - Lagu Daerah Bengkulu,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,275,https://www.youtube.com/watch?v=-CL3H_Lvi2A,datasets/songs/_taneak_tanai_lagu_daerah_bengkulu.mp3
JIBEAK WEO DAN LIRIK LAGU DAERAH REJANG BENGKULU,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,200,https://www.youtube.com/watch?v=jAR4kw-Fknk,datasets/songs/jibeak_weo_dan_lirik_lagu_daerah_rejang_bengkulu.mp3
Jibeak We O - Lagu Daerah Rejang Bengkulu  Cover Bobby Mawardi,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,293,https://www.youtube.com/watch?v=tjtfrgAf_TQ,datasets/songs/jibeak_we_o_lagu_daerah_rejang_bengkulu_cover_bobby_mawardi.mp3
Lagu daerah bengkulu Rejang Jibeak aweio,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,199,https://www.youtube.com/watch?v=5pV9fM_MzGo,datasets/songs/lagu_daerah_bengkulu_rejang_jibeak_aweio.mp3
Lagu Daerah Rejang - BENGKULU -JIBEAK AWEIO - KARAOKE,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,299,https://www.youtube.com/watch?v=SsuokZT2R9U,datasets/songs/lagu_daerah_rejang_bengkulu_jibeak_aweio_karaoke.mp3
Jibeak Weo - Lagu Bengkulu,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,175,https://www.youtube.com/watch?v=4UlKhGhl0Z8,datasets/songs/jibeak_weo_lagu_bengkulu.mp3
